# Timestamp: 2026-08-24T13:02:00+0000
# Pod: qwen-qwe-3db867ce-en3-0-6b-router-epp-d4c4d7444-h578x
# PodIP: 10.129.4.99
# Source: epp_prometheus_metrics

# HELP certwatcher_read_certificate_errors_total Total number of certificate read errors
# TYPE certwatcher_read_certificate_errors_total counter
certwatcher_read_certificate_errors_total 0
# HELP certwatcher_read_certificate_total Total number of certificate reads
# TYPE certwatcher_read_certificate_total counter
certwatcher_read_certificate_total 0
# HELP controller_runtime_active_workers Number of currently used workers per controller
# TYPE controller_runtime_active_workers gauge
controller_runtime_active_workers{controller="inferencemodelrewrite"} 0
controller_runtime_active_workers{controller="inferenceobjective"} 0
controller_runtime_active_workers{controller="inferencepool"} 0
controller_runtime_active_workers{controller="pod"} 0
# HELP controller_runtime_conversion_webhook_panics_total Total number of conversion webhook panics
# TYPE controller_runtime_conversion_webhook_panics_total counter
controller_runtime_conversion_webhook_panics_total 0
# HELP controller_runtime_max_concurrent_reconciles Maximum number of concurrent reconciles per controller
# TYPE controller_runtime_max_concurrent_reconciles gauge
controller_runtime_max_concurrent_reconciles{controller="inferencemodelrewrite"} 1
controller_runtime_max_concurrent_reconciles{controller="inferenceobjective"} 1
controller_runtime_max_concurrent_reconciles{controller="inferencepool"} 1
controller_runtime_max_concurrent_reconciles{controller="pod"} 1
# HELP controller_runtime_reconcile_errors_total Total number of reconciliation errors per controller
# TYPE controller_runtime_reconcile_errors_total counter
controller_runtime_reconcile_errors_total{controller="inferencemodelrewrite"} 0
controller_runtime_reconcile_errors_total{controller="inferenceobjective"} 0
controller_runtime_reconcile_errors_total{controller="inferencepool"} 0
controller_runtime_reconcile_errors_total{controller="pod"} 0
# HELP controller_runtime_reconcile_panics_total Total number of reconciliation panics per controller
# TYPE controller_runtime_reconcile_panics_total counter
controller_runtime_reconcile_panics_total{controller="inferencemodelrewrite"} 0
controller_runtime_reconcile_panics_total{controller="inferenceobjective"} 0
controller_runtime_reconcile_panics_total{controller="inferencepool"} 0
controller_runtime_reconcile_panics_total{controller="pod"} 0
# HELP controller_runtime_reconcile_time_seconds Length of time per reconciliation per controller
# TYPE controller_runtime_reconcile_time_seconds histogram
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.005"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.01"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.025"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.05"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.1"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.15"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.2"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.25"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.3"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.35"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.4"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.45"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.5"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.6"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.7"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.8"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="0.9"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="1"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="1.25"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="1.5"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="1.75"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="2"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="2.5"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="3"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="3.5"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="4"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="4.5"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="5"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="6"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="7"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="8"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="9"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="10"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="15"} 16
controller_runtime_reconcile_time_seconds_bucket{controller="inferencepool",le="20"} 16
